Date,Close
12/12/1980,0.1283479928970337
12/15/1980,0.12165199965238571
12/16/1980,0.11272300034761429
12/17/1980,0.11551299691200256
12/18/1980,0.11886200308799744
12/19/1980,0.12611599266529083
12/22/1980,0.1322540044784546
12/23/1980,0.13783499598503113
12/24/1980,0.14508900046348572
12/26/1980,0.15848200023174286
12/29/1980,0.16071400046348572
12/30/1980,0.156808003783226
12/31/1980,0.1523440033197403
01/02/1981,0.15401799976825714
01/05/1981,0.15067000687122345
01/06/1981,0.1439729928970337
01/07/1981,0.13783499598503113
01/08/1981,0.13504500687122345
01/09/1981,0.14229899644851685
01/12/1981,0.141183003783226
01/13/1981,0.13616099953651428
01/14/1981,0.1367190033197403
01/15/1981,0.13950900733470917
01/16/1981,0.13839299976825714
01/19/1981,0.14676299691200256
01/20/1981,0.14229899644851685
01/21/1981,0.14508900046348572
01/22/1981,0.14676299691200256
01/23/1981,0.14620499312877655
01/26/1981,0.1439729928970337
01/27/1981,0.14285700023174286
01/28/1981,0.13839299976825714
01/29/1981,0.1333709955215454
01/30/1981,0.12611599266529083
02/02/1981,0.11886200308799744
02/03/1981,0.12332600355148315
02/04/1981,0.12779000401496887
02/05/1981,0.12779000401496887
02/06/1981,0.1283479928970337
02/09/1981,0.12165199965238571
02/10/1981,0.12165199965238571
02/11/1981,0.11774600297212601
02/12/1981,0.11662899702787399
02/13/1981,0.11383900046348572
02/17/1981,0.11662899702787399
02/18/1981,0.12165199965238571
02/19/1981,0.11439699679613113
02/20/1981,0.10825899988412857
02/23/1981,0.10993299633264542
02/24/1981,0.10602699965238571
02/25/1981,0.11272300034761429
02/26/1981,0.11439699679613113
02/27/1981,0.11830399930477142
03/02/1981,0.11886200308799744
03/03/1981,0.1171879991889
03/04/1981,0.11607100069522858
03/05/1981,0.11551299691200256
03/06/1981,0.11439699679613113
03/09/1981,0.1054690033197403
03/10/1981,0.10044600069522858
03/11/1981,0.09653999656438828
03/12/1981,0.10044600069522858
03/13/1981,0.09933000057935715
03/16/1981,0.10323700308799744
03/17/1981,0.10825899988412857
03/18/1981,0.11495500057935715
03/19/1981,0.11383900046348572
03/20/1981,0.11495500057935715
03/23/1981,0.11941999942064285
03/24/1981,0.11886200308799744
03/25/1981,0.11662899702787399
03/26/1981,0.11439699679613113
03/27/1981,0.11049100011587143
03/30/1981,0.11049100011587143
03/31/1981,0.109375
04/01/1981,0.10825899988412857
04/02/1981,0.11774600297212601
04/03/1981,0.11830399930477142
04/06/1981,0.11607100069522858
04/07/1981,0.11495500057935715
04/08/1981,0.12053599953651428
